fips,county_name,state_name,life_expectancy,name,median_hh_income,median_age,population,log_population,pct_bachelors_plus,pct_poverty,pct_nhwhite,pct_native_american,land_sqmi,pop_density
01031,Coffee County,Alabama,74.199405108,"Coffee County, Alabama",62199,39.2,53559,4.728832459704119,21.60794397636503,16.299584542712424,68.84930637241173,0.5171866539703878,679.066,83.86960913961235
01033,Colbert County,Alabama,73.549426021,"Colbert County, Alabama",56149,42.0,57270,4.757927183113329,18.043345169584914,15.87873012511691,77.67592107560678,0.2968395320412083,592.953,100.30137295873368
01035,Conecuh County,Alabama,69.452704307,"Conecuh County, Alabama",39888,46.2,11576,4.063558518110981,13.314244810307802,18.429737710613168,49.680373185901864,0.2850725639253628,850.279,12.818145573394144
01037,Coosa County,Alabama,73.065427346,"Coosa County, Alabama",52279,50.2,10329,4.014058277424336,10.634861473474968,11.054268231517703,64.20757091683609,0.0871333139703746,650.909,15.61047704056942
01039,Covington County,Alabama,71.329176478,"Covington County, Alabama",48772,42.9,37542,4.574517405361165,16.30808787386093,18.783075962764947,82.46230888072026,0.2690320174737627,1030.573,36.82126351068774
01041,Crenshaw County,Alabama,70.942186741,"Crenshaw County, Alabama",48557,42.3,13205,4.120738405542943,17.195015303891562,14.858472276075998,69.86747444149944,0.0757288905717531,608.865,21.63862268318921
01043,Cullman County,Alabama,72.948149151,"Cullman County, Alabama",58119,41.4,88284,4.945882002090124,18.296488946684004,13.031960642653182,90.80920665126185,0.2752480630691858,734.749,127.9470948582441
01045,Dale County,Alabama,73.312265613,"Dale County, Alabama",52813,37.7,49455,4.694210206198834,19.161694422180663,17.518927640561003,67.3056313820645,0.4408047720149631,561.113,88.95177976628592
01047,Dallas County,Alabama,69.278314639,"Dallas County, Alabama",37180,40.4,38326,4.583493495263296,15.694273399014778,27.08211997670355,27.044304127746177,0.5427125189166623,978.741,35.90326756516791
01049,DeKalb County,Alabama,72.614790165,"DeKalb County, Alabama",47920,39.6,71680,4.855397996654069,14.149013123902035,20.221928965703174,79.10853794642857,0.4938616071428571,777.077,95.33804243337534
01051,Elmore County,Alabama,74.601365722,"Elmore County, Alabama",73258,38.9,87694,4.942969880070347,24.16046915440815,9.600288513554126,72.44851415148129,0.2394690628777339,618.52,148.0582681239087
01053,Escambia County,Alabama,70.793018347,"Escambia County, Alabama",41153,40.5,36755,4.56531642708562,12.556458897922312,21.810036891725712,60.17412596925589,3.041763025438716,945.408,38.78219773896561
01055,Etowah County,Alabama,71.229589041,"Etowah County, Alabama",52177,41.9,103348,5.014302076537876,17.7198652272571,15.865653895663623,77.06777102604792,0.1228857839532453,535.143,194.12755095367032
01057,Fayette County,Alabama,71.289393243,"Fayette County, Alabama",45650,43.7,16297,4.212107665547659,13.003150157507877,22.181180742502978,83.85592440326441,0.1472663680431981,627.684,25.286609185513733
01059,Franklin County,Alabama,72.368356465,"Franklin County, Alabama",47359,39.3,32011,4.505299241394939,14.82834527656784,16.623360162240953,75.24913311049328,0.1780637905719909,633.959,51.1846980640704
01061,Geneva County,Alabama,71.061766946,"Geneva County, Alabama",47608,43.6,26647,4.425648321926034,13.913180908228847,20.831749410780812,80.81585169062183,0.2289188276353811,574.485,47.96295812771439
01063,Greene County,Alabama,71.665235305,"Greene County, Alabama",32796,41.1,7706,3.886829004676982,16.71866397504129,32.89542827115082,17.142486374253828,0.0908383078120944,647.023,10.922331972742857
01065,Hale County,Alabama,70.214238739,"Hale County, Alabama",35851,40.5,14742,4.168556406863725,16.372745490981963,25.00692137320044,38.414055080721745,0.2849002849002849,643.991,23.59349742465345
01067,Henry County,Alabama,74.285708311,"Henry County, Alabama",58395,44.6,17282,4.237594000799247,20.961706870472096,15.517343963824596,69.50584423099178,0.347182039115843,561.927,32.733789264441825
01069,Houston County,Alabama,74.093187709,"Houston County, Alabama",55064,40.4,107040,5.029546100423748,22.4602327247172,17.8361882446311,64.8542600896861,0.2316890881913303,579.828,190.25987016839477
01071,Jackson County,Alabama,71.510225461,"Jackson County, Alabama",46748,43.0,52618,4.721134336614164,16.188562514871904,18.61252115059222,88.75099775742142,0.7544946596221824,1078.014,50.35277834981736
01073,Jefferson County,Alabama,72.922522753,"Jefferson County, Alabama",63595,37.9,672265,5.827540501255401,35.5714941724432,15.873651272868392,48.93174566577168,0.0847879928302083,1111.567,598.9220622778474
01075,Lamar County,Alabama,73.109501462,"Lamar County, Alabama",49565,44.2,13885,4.142545884086276,10.23852840105114,15.339254513686662,85.70399711919337,0.3528988116672668,604.783,22.465909260015575
01077,Lauderdale County,Alabama,75.365040696,"Lauderdale County, Alabama",56081,40.8,94329,4.974645230423203,25.8255374512112,13.263107493416326,83.39641043581507,0.2258054256909328,668.049,145.40101100368386
01079,Lawrence County,Alabama,71.565076781,"Lawrence County, Alabama",54786,42.7,33116,4.520037873920871,15.780730897009969,15.834988540870896,76.31658412851795,5.039859886459717,690.685,48.99918197152103
01081,Lee County,Alabama,77.156826844,"Lee County, Alabama",59288,33.0,175126,5.243350628198139,40.16286279929775,18.49898265440681,66.93523520208308,0.1279079063074586,607.558,312.53147847612905
01083,Limestone County,Alabama,76.438374437,"Limestone County, Alabama",80146,40.2,104199,5.017863551050206,29.53043097431125,11.193978042467098,74.70513152717396,0.4203495235079031,563.398,218.1903379138726
01085,Lowndes County,Alabama,68.417254989,"Lowndes County, Alabama",33125,41.7,10153,4.006594386184137,16.318407960199004,25.527658297489246,24.554318920516103,0.0,716.085,13.06967748242178
01087,Macon County,Alabama,72.048650373,"Macon County, Alabama",41206,37.8,19198,4.283255987338656,20.555555555555554,25.013637190132737,16.137097614334827,0.0364621314720283,608.665,29.789785842787087
01089,Madison County,Alabama,76.651733256,"Madison County, Alabama",78058,38.5,389781,5.590820665473583,45.085576401488936,10.687160080127274,63.45742865865704,0.435885792278228,801.619,540.8005548770675
01091,Marengo County,Alabama,70.686985687,"Marengo County, Alabama",42975,41.7,19180,4.282848602834645,21.958913595445104,21.453086224193463,44.520333680917624,0.1876955161626694,976.898,18.74402445291115
01093,Marion County,Alabama,72.449370345,"Marion County, Alabama",49743,44.0,29203,4.465427468452574,11.830647101274955,16.44596624855875,90.77149607916996,0.0787590316063418,742.342,39.196219532237166
01095,Marshall County,Alabama,72.597883193,"Marshall County, Alabama",58272,38.8,97923,4.9908847101884115,21.421647819063004,16.600404837286554,79.09275655361866,0.1317361600441162,565.854,182.97476027385156
01097,Mobile County,Alabama,73.044812653,"Mobile County, Alabama",55352,38.2,413878,5.616872341760665,24.208198150556697,17.566020595816337,55.81475700568767,0.3839295637844969,1229.382,334.849542290354
01099,Monroe County,Alabama,71.527842283,"Monroe County, Alabama",39965,43.7,19816,4.297015993577781,13.511344568468669,22.860648195481033,53.65361324182479,1.3120710536939846,1025.669,18.490370675139832
01101,Montgomery County,Alabama,73.718133523,"Montgomery County, Alabama",56707,36.9,228132,5.358186207892527,33.677579535399694,19.557909237288523,31.626426805533637,0.0683814633633159,785.355,287.62916133468303
01103,Morgan County,Alabama,73.150976298,"Morgan County, Alabama",61588,40.6,123102,5.090265108836336,23.847114546268585,13.723088129392192,74.28392714984322,0.2209549804227388,579.677,218.195650336308
01105,Perry County,Alabama,69.037542684,"Perry County, Alabama",32332,41.8,8479,3.928344635264862,15.223936770794127,32.83423877037233,28.364193890789007,0.0117938436136336,719.67,10.317228729834508
01107,Pickens County,Alabama,72.201316812,"Pickens County, Alabama",45339,42.9,18925,4.277035888172111,14.508534432018836,22.333969134732097,53.58520475561427,0.1743725231175693,881.387,20.6730981963655
01109,Pike County,Alabama,72.138563949,"Pike County, Alabama",42616,31.1,32997,4.518474456766636,27.711533454829475,23.6365416625869,55.29290541564384,0.3394247961935934,672.067,50.12595470392089
01111,Randolph County,Alabama,72.971422419,"Randolph County, Alabama",49879,44.1,22179,4.345941960917179,18.803637760983733,19.857003574910628,74.63366247351098,0.094684160692547,580.55,39.898372233227114
01113,Russell County,Alabama,71.542867908,"Russell County, Alabama",47420,37.2,58849,4.76973908743142,16.36400120397311,22.027809766074835,44.05002633859539,0.1495352512362147,641.182,91.85847388105093
01115,St. Clair County,Alabama,73.587276987,"St. Clair County, Alabama",73218,41.0,91719,4.962459311029015,19.32799156889791,10.91773211058304,84.57571495546179,0.3161831245434425,631.61,155.48518864489162
01117,Shelby County,Alabama,79.557887079,"Shelby County, Alabama",90618,40.0,223916,5.350085127359482,45.60382700380748,6.853642019915557,75.88515336108183,0.147823290876936,785.455,303.711861277858
01119,Sumter County,Alabama,71.33240161,"Sumter County, Alabama",31726,35.8,12196,4.086217415693343,21.75686701115039,30.374479889042995,25.163988192850116,0.0819940964250574,903.826,12.821051839623998
01121,Talladega County,Alabama,71.090707701,"Talladega County, Alabama",52457,42.1,81105,4.909047628631306,16.602794133017454,18.693186232615957,62.269897047037794,0.1528882313050983,736.818,110.7505516966198
01123,Tallapoosa County,Alabama,72.780757424,"Tallapoosa County, Alabama",53282,45.2,41251,4.615434481109406,18.15136854213892,16.844754830590038,68.61651838743303,0.0630287750599985,716.539,57.15390229980503
01125,Tuscaloosa County,Alabama,74.855374404,"Tuscaloosa County, Alabama",61645,32.8,231558,5.364659789846593,30.87652068555005,16.693333577843696,60.482902771659795,0.0673697302619646,1320.863,182.7350754771691
01127,Walker County,Alabama,68.375133725,"Walker County, Alabama",52987,41.8,64978,4.8127663397831855,15.288973300059627,16.411667583929553,87.5665609898735,0.1538982424820708,791.061,82.34510360136575
01129,Washington County,Alabama,73.722011328,"Washington County, Alabama",51184,43.7,15434,4.188478495913935,14.21904761904762,15.80290537887711,65.33627057146559,6.75132823636128,1080.255,13.720834432610816
01131,Wilcox County,Alabama,68.860422774,"Wilcox County, Alabama",38208,41.1,10441,4.018742095762382,11.61408968736738,26.76387122027596,27.39201225936213,0.0670433866487884,887.858,10.886876054504212
01133,Winston County,Alabama,73.179478237,"Winston County, Alabama",49494,45.4,23655,4.373922952384584,13.8251559006942,18.19633225458468,92.3018389346861,0.1817797505812724,613.0,38.872756933115824
02016,Aleutians West Census Area,Alaska,86.265929227,"Aleutians West Census Area, Alaska",100662,39.2,5219,3.7175872968554606,15.436415436415436,9.584920794064567,23.4144472121096,8.16248323433608,4387.37,1.1943373820762782
02020,Anchorage Borough,Alaska,77.09380816,"Anchorage Municipality, Alaska",95731,34.5,290674,5.463406187045562,37.03430430128758,9.640066669948592,55.24195490480744,7.040189353020911,1706.802,168.24154178399135
02050,Bethel Census Area,Alaska,69.787552991,"Bethel Census Area, Alaska",64094,28.7,18538,4.2680628778226835,9.694331783559203,25.256085471968277,8.803538677311467,82.39831697054699,40654.878,0.4523688399704459
02068,Denali Borough,Alaska,84.687740918,"Denali Borough, Alaska",87292,44.4,2101,3.322426052405953,25.149342891278376,7.309941520467836,75.24988100904332,3.046168491194669,12639.746,0.127850670416953
02070,Dillingham Census Area,Alaska,68.436998562,"Dillingham Census Area, Alaska",69412,30.7,4854,3.686099771995916,20.468642315644384,15.8911508101371,14.297486608982284,69.9835187474248,18353.188,0.2442627406203217
02090,Fairbanks North Star Borough,Alaska,78.64359636,"Fairbanks North Star Borough, Alaska",81655,32.1,96299,4.983621777293415,32.945395273023635,6.884674126146814,67.77744317178787,6.669851192639591,7334.994,12.81146242246415
02100,Haines Borough,Alaska,79.850944397,"Haines Borough, Alaska",68276,46.2,2079,3.317854489331469,33.66197183098591,5.842588121680348,72.82347282347283,6.204906204906205,2334.933,0.8856785183986007
02105,Hoonah-Angoon Census Area,Alaska,76.971131816,"Hoonah-Angoon Census Area, Alaska",62344,50.0,2329,3.367169488534681,27.529923830250276,11.550021468441392,49.72091026191499,27.908973808501504,6559.729,0.3462033263874163
02110,Juneau Borough,Alaska,80.357094337,"Juneau City and Borough, Alaska",95711,39.0,32108,4.506613254304735,40.73735128775004,6.904210426119237,61.838171172293514,9.240687679083097,2702.924,11.694372464782584
02122,Kenai Peninsula Borough,Alaska,78.758535329,"Kenai Peninsula Borough, Alaska",76272,41.2,59235,4.772578392792226,27.96734301836955,12.545762243558748,77.98598801384317,7.380771503334177,16017.65,3.867670975455201
02130,Ketchikan Gateway Borough,Alaska,78.346908432,"Ketchikan Gateway Borough, Alaska",82763,40.6,13910,4.143327129992047,28.49326172864525,9.67601019293775,61.883537023723946,14.011502516175414,4857.091,2.789529782332676
02150,Kodiak Island Borough,Alaska,78.137105539,"Kodiak Island Borough, Alaska",91138,35.1,13065,4.116109414063344,28.46884410470234,8.037880566643187,45.97780329123612,11.35859165709912,6689.486,1.8517117757627417
02158,Kusilvak Census Area,Alaska,65.180262542,"Kusilvak Census Area, Alaska",42663,23.7,8372,3.922829219666649,4.590325765054295,34.259482966900215,3.1294792164357386,90.85045389393215,17151.47,0.4624676485455765
02170,Matanuska-Susitna Borough,Alaska,76.967535447,"Matanuska-Susitna Borough, Alaska",86435,36.3,108661,5.036073697499501,23.65452787624879,10.217970773389794,76.73682369939536,5.971783804676932,24707.115,4.802907988245491
02180,Nome Census Area,Alaska,68.544693484,"Nome Census Area, Alaska",70121,29.1,10018,4.000781027353495,18.314162473040977,21.14149575305573,13.88500698742264,75.04491914553803,22969.821,0.4279528342863447
02185,North Slope Borough,Alaska,75.403141126,"North Slope Borough, Alaska",83472,36.3,10924,4.038381691467696,14.195500592027363,7.940331696469934,31.279751006957156,49.30428414500183,88792.783,0.1191763524294536
02188,Northwest Arctic Borough,Alaska,70.744333606,"Northwest Arctic Borough, Alaska",77647,29.2,7682,3.885474302829157,15.153664302600472,18.477117306680693,9.593855766727415,80.44780005206977,35671.697,0.1988971817068305
02195,Petersburg Census Area,Alaska,79.319314035,"Petersburg Borough, Alaska",77826,50.1,3374,3.5281450782531065,24.793062672447775,4.601503759398496,54.59395376407824,6.639004149377594,2900.89,1.169985762989979
02198,Prince of Wales-Hyder Census Area,Alaska,72.015004028,"Prince of Wales-Hyder Census Area, Alaska",61779,43.1,5799,3.7633531087482153,19.3929173693086,15.30825496342738,43.73167787549577,37.54095533712709,5268.076,1.096605288154537
02220,Sitka Borough,Alaska,80.096368822,"Sitka City and Borough, Alaska",95261,39.5,8462,3.927473020995276,34.19535496623291,6.897801401304663,59.89127865752777,9.064051051760812,2870.201,2.898403282557563
02240,Southeast Fairbanks Census Area,Alaska,75.383073158,"Southeast Fairbanks Census Area, Alaska",75378,36.9,6888,3.8380931384455983,19.783855315394796,13.167155425219942,71.79152148664343,12.717770034843207,24839.23,0.2926821805667889
02275,Wrangell City,Alaska,80.328602846,"Wrangell City and Borough, Alaska",61000,48.9,2134,3.329194415088451,18.02437459910199,10.09478672985782,55.6232427366448,21.790065604498594,2556.105,0.7851790125992477
02290,Yukon-Koyukuk Census Area,Alaska,70.225076916,"Yukon-Koyukuk Census Area, Alaska",47826,35.8,5355,3.7287594751678745,14.14082874529122,22.90881688018086,21.755368814192344,66.85340802987861,145767.488,0.0344932883799163
04001,Apache County,Arizona,66.094833518,"Apache County, Arizona",37483,35.6,66054,4.81989912210691,13.782567503552816,32.539093887137646,18.176037787264963,71.78217821782178,11198.31,5.754886228368388
04003,Cochise County,Arizona,76.705461843,"Cochise County, Arizona",58421,41.4,125504,5.098657567651671,26.696217025087577,14.702482661574026,53.67797042325344,0.5187085670576237,6209.872,20.343736553668094
04005,Coconino County,Arizona,76.712354027,"Coconino County, Arizona",67266,31.7,144705,5.160483537579947,39.593217208620466,16.881199988012106,52.9656888151757,24.512629142047615,18616.366,7.754896954647324
04007,Gila County,Arizona,70.7179949,"Gila County, Arizona",55242,50.6,53419,4.727695753798666,18.08534771759131,18.99340693038945,61.178606862726745,15.19684007562852,4757.578,11.308485115745867
04009,Graham County,Arizona,75.022930011,"Graham County, Arizona",64089,34.1,38453,4.584930227950731,13.952056481405467,17.6677443139924,50.438197279796114,11.572569110342496,4621.877,8.688461419462266
04011,Greenlee County,Arizona,77.993885409,"Greenlee County, Arizona",73756,35.5,9483,3.976945750559242,16.672360778954562,12.812897751378872,44.74322471791627,3.35336918696615,1842.838,5.053075745127895
04012,La Paz County,Arizona,73.978040219,"La Paz County, Arizona",46634,57.3,16681,4.222222082360713,12.382468911131332,20.99120019555121,56.09975421137822,12.133565133984774,4496.579,3.716380830849408
04013,Maricopa County,Arizona,78.160544614,"Maricopa County, Arizona",80675,37.1,4430871,6.646489106203199,34.984860480414035,11.528376061801518,53.245987075678805,1.3668193003136402,9202.021,509.6226144235054
04015,Mohave County,Arizona,73.769834334,"Mohave County, Arizona",53592,52.9,214229,5.330878260555036,14.40628883767511,16.01015973466509,75.48977962834164,1.5007305266793944,13332.121,17.10920565452414
04017,Navajo County,Arizona,68.756275353,"Navajo County, Arizona",50335,38.7,107110,5.029830019310658,17.290805053538044,25.47909240734353,41.90365045280553,41.6310335169452,9949.496,11.050408985540574
04019,Pima County,Arizona,77.12531728,"Pima County, Arizona",64323,39.0,1042393,6.018031486288967,34.98408712828637,14.94909349575073,50.05463390487081,2.0357964798305437,9188.692,116.95734278611148
04021,Pinal County,Arizona,79.416431287,"Pinal County, Arizona",73313,39.8,433338,5.636826774579488,21.404759547149883,11.295184753544344,54.82487111677259,3.839497113108013,5366.684,100.50526544883208
04023,Santa Cruz County,Arizona,79.601627929,"Santa Cruz County, Arizona",51885,37.3,47838,4.679773014477001,23.503203356206708,20.208342084260934,15.05288682637234,0.1755926251097453,1236.26,40.46074450358339
04025,Yavapai County,Arizona,76.99002318,"Yavapai County, Arizona",62430,54.5,237830,5.376266635870102,28.679766906084836,12.321749075815276,78.78610772400454,1.108354707143758,8122.932,31.09123651410599
04027,Yuma County,Arizona,78.553120252,"Yuma County, Arizona",56439,35.3,204374,5.310425645010872,16.423649446073018,17.53336773827955,29.18179416168397,0.8088112969360095,5513.82,40.70662444548426
05001,Arkansas County,Arkansas,70.208546081,"Arkansas County, Arkansas",58695,41.4,17024,4.231061610614955,15.77929178231979,16.843112626353253,68.21546052631578,0.2702067669172932,992.14,15.961457052432117
05003,Ashley County,Arkansas,71.884870665,"Ashley County, Arkansas",44804,43.1,19018,4.27916484306227,11.579186204810163,23.27184054283291,67.56756756756756,0.0,925.492,19.26650905680438
05005,Baxter County,Arkansas,74.473991032,"Baxter County, Arkansas",47403,52.1,41801,4.621186671470898,18.160215121005567,13.526862455511706,92.03368340470324,0.433003995119734,553.929,77.59478200274765
05007,Benton County,Arkansas,78.501948461,"Benton County, Arkansas",85269,35.7,286528,5.457167068367332,35.508041807855676,7.88173681809663,64.59787525128434,0.7580410989501899,847.74,392.2830113006346
05009,Boone County,Arkansas,74.855603675,"Boone County, Arkansas",52275,41.9,37662,4.575903379034354,16.62985529322163,13.162661187856504,93.00355796293346,0.3053475651850671,589.723,65.50193904595886
05011,Bradley County,Arkansas,71.322855563,"Bradley County, Arkansas",43688,40.2,10461,4.019573202095639,12.540464461646728,15.150053073434332,54.51677659879552,0.0,649.167,15.139401725596032
05013,Calhoun County,Arkansas,70.839457755,"Calhoun County, Arkansas",60237,44.2,4773,3.678791434366244,12.536106296938184,12.48912097476066,71.44353655981564,0.4399748585795097,628.601,7.36874424316856
05015,Carroll County,Arkansas,75.926865071,"Carroll County, Arkansas",56826,44.6,28362,4.452736852686558,21.442021803766103,15.435356200527703,73.23884070234821,0.930822932092236,629.928,46.45451543668483
05017,Chicot County,Arkansas,70.976438423,"Chicot County, Arkansas",36593,43.2,10234,4.0100454126360985,17.62208067940552,27.43659610144624,38.626148133672075,0.0390854016025014,636.978,14.297197077450086
05019,Clark County,Arkansas,73.970494437,"Clark County, Arkansas",48071,31.7,21469,4.331811815996742,26.44880875724404,19.98951232302045,67.57650565932275,0.0558945456239228,865.971,24.178638776587206
05021,Clay County,Arkansas,72.509920077,"Clay County, Arkansas",44685,42.7,14537,4.162474790438118,15.383871591568363,19.4247109625296,94.11845635275505,0.2407649446240627,639.224,21.982904271429103
05023,Cleburne County,Arkansas,75.169252471,"Cleburne County, Arkansas",52780,49.5,24948,4.397035735379094,17.187835804857084,14.121717891308773,92.42424242424242,0.7856341189674524,553.959,46.34277988082151
05025,Cleveland County,Arkansas,73.368987141,"Cleveland County, Arkansas",48913,42.5,7548,3.8778318914928938,15.86920376870497,13.557280513918627,83.98251192368839,0.0264970853206147,597.91,12.082085932665452
05027,Columbia County,Arkansas,72.264733023,"Columbia County, Arkansas",47441,35.1,22707,4.356159759956899,18.98653886813729,22.523607631528233,59.069890342185225,0.1937728453780772,766.065,28.57982025023986
05029,Conway County,Arkansas,74.092624452,"Conway County, Arkansas",50282,42.2,20782,4.3176873404861835,19.146585652143894,20.889233302658983,80.47348667115773,0.360889231065345,551.953,38.7587348922825
05031,Craighead County,Arkansas,75.064040605,"Craighead County, Arkansas",55169,34.4,111038,5.045471630733382,28.20610203823269,19.115741992003656,73.04436319097967,0.3143068138835354,707.167,165.38809079043563
05033,Crawford County,Arkansas,74.428528838,"Crawford County, Arkansas",56702,39.2,60593,4.7824224552394226,20.317328985471978,17.84843952202484,81.61338768504612,0.9869126796824716,595.269,105.25829498932416
05035,Crittenden County,Arkansas,70.411163015,"Crittenden County, Arkansas",51860,35.8,47945,4.680743322963766,17.627240612325004,19.6977074027816,40.21691521535092,0.1355720095943268,611.812,75.52973789333979
05037,Cross County,Arkansas,71.927384391,"Cross County, Arkansas",48129,40.7,16827,4.226006694729179,16.064326474148366,20.209499729095175,72.14595590420159,0.2911986688060854,616.318,26.26241647980426
05039,Dallas County,Arkansas,71.20601202,"Dallas County, Arkansas",40085,45.8,6472,3.811038508604216,13.037893384714195,11.909075934771868,51.854140914709525,0.0,667.323,9.007631986309478
05041,Desha County,Arkansas,71.458592572,"Desha County, Arkansas",38067,40.7,11285,4.052501563413781,13.0672214276427,27.22719141323792,43.61541869738591,0.0708905626938413,741.227,13.469557908710827
05043,Drew County,Arkansas,73.456521355,"Drew County, Arkansas",44968,37.5,17309,4.2382719779258275,25.02292316156244,21.360817219992704,65.04708533133052,0.0,828.667,20.58003999193886
05045,Faulkner County,Arkansas,75.789809023,"Faulkner County, Arkansas",61273,33.8,124611,5.095556381235189,32.478909378361216,15.506100733430678,78.92882650809318,0.2728491064191765,647.247,206.99825568909552
05047,Franklin County,Arkansas,72.813758305,"Franklin County, Arkansas",47695,42.5,17160,4.2345172835126865,12.2993762993763,20.2204575085931,88.32167832167832,0.4662004662004662,608.967,29.10666752057172
05049,Fulton County,Arkansas,72.768624336,"Fulton County, Arkansas",38917,47.4,12183,4.085754244209699,14.389067524115756,15.328892589508742,92.89173438397768,0.0,617.994,20.213788483383333
05051,Garland County,Arkansas,72.975717768,"Garland County, Arkansas",54229,45.4,100021,5.000091192266347,25.245847677305207,16.862844665617224,80.78503514262006,0.4798992211635556,677.615,147.12631804195598
05053,Grant County,Arkansas,73.81601755,"Grant County, Arkansas",68598,40.2,18022,4.255802985353698,18.78023633912285,13.547807534669587,91.19964487848186,0.0998779269781378,631.888,29.682475375382975
05055,Greene County,Arkansas,74.071660993,"Greene County, Arkansas",54879,37.8,45954,4.662323319907556,16.561106443482196,17.560411196653465,90.51660356008182,0.1610305958132045,577.347,82.11872582692904
05057,Hempstead County,Arkansas,74.822696928,"Hempstead County, Arkansas",45049,40.4,20037,4.301832698184397,15.788286594992856,22.99386627464896,53.271447821530174,0.5040674751709338,727.2,26.23762376237623
05059,Hot Spring County,Arkansas,72.981994567,"Hot Spring County, Arkansas",50260,42.6,33129,4.520208326885991,15.502456081924905,19.741446345256612,81.76522080352561,0.2988318391741374,614.944,54.39682312535776
05061,Howard County,Arkansas,73.067267596,"Howard County, Arkansas",44824,39.7,12779,4.106496870138972,14.979423868312756,18.31423113658071,62.59488222865639,0.1173800766883167,587.332,20.952374466230346
05063,Independence County,Arkansas,74.260337928,"Independence County, Arkansas",52361,39.1,37910,4.578753784426435,17.106610984162003,19.336101837526805,84.92745977314694,0.0764969664996043,763.712,50.784850833822176
05065,Izard County,Arkansas,74.26158922,"Izard County, Arkansas",46159,47.7,13748,4.138239523465188,18.93417527745886,19.739747634069403,87.78731451847541,0.9164969450101832,580.201,24.827602847978543
05067,Jackson County,Arkansas,71.806161762,"Jackson County, Arkansas",41929,40.2,16784,4.224895470849483,11.85545401190576,20.44103414903913,75.8758341277407,0.0893708293612964,633.611,26.421574120398795
05069,Jefferson County,Arkansas,70.951506481,"Jefferson County, Arkansas",46855,39.5,66934,4.825646779374027,20.151409067040085,19.503259344830433,37.83129650103086,0.1269907670242328,872.346,72.20414835397881
05071,Johnson County,Arkansas,73.709083267,"Johnson County, Arkansas",42470,39.0,25925,4.413718765061079,15.03916449086162,21.156519321656937,77.43105110896818,0.1465766634522661,660.99,39.67533548162604
05073,Lafayette County,Arkansas,73.394666294,"Lafayette County, Arkansas",40262,48.3,6277,3.7977521286507105,10.611431103234382,21.61106590724166,57.78238011789071,0.2708300143380596,529.472,11.120512510576576
